original_text,name,name_confidence,amount,amount_text,unit,amount_confidence,preparation,preparation_confidence,recipe_title,recipe_category,likely_sub_category_1,likely_sub_category_1_score,main_category_1,likely_sub_category_2,likely_sub_category_2_score,main_category_2,likely_sub_category_3,likely_sub_category_3_score,main_category_3
"1 tablespoon TJ's Chives, chopped",Chives,0.998869,1.0,1 tablespoon,tablespoon,0.999943,chopped,0.998097,Smoked Paprika Potatoes,Appetizers & Sides,Fresh,0.1251170039176941,Unknown,"Slices, Shreds, Crumbles",0.0920571014285087,Cheese,Fresh Fruits,0.0659191608428955,Unknown
"3/4 cup TJ's Mayonnaise, divided",Mayonnaise,0.998374,0.75,3/4 cups,cup,0.99997,divided,0.999631,Shrimp Bruschetta,Appetizers & Sides,Yogurt,0.0820459127426147,Dairy & Eggs,Fresh,0.0712828636169433,Unknown,Spices,0.0536277256906032,For the Pantry
3 cups quartered TJ's Mini Heirloom Tomatoes,Mini Heirloom Tomatoes,0.924909,3.0,3 cups,cup,0.999916,quartered,0.698486,Shrimp Bruschetta,Appetizers & Sides,Fresh,0.2242641299962997,Unknown,"Slices, Shreds, Crumbles",0.0985974073410034,Cheese,Fresh Vegetables,0.0581636726856231,Unknown
1/4 cup finely chopped TJ's Parsley,Parsley,0.999151,0.25,1/4 cups,cup,0.999944,finely chopped,0.999317,Shrimp Bruschetta,Appetizers & Sides,Fresh,0.1060604825615882,Unknown,"Slices, Shreds, Crumbles",0.0824857801198959,Cheese,Fresh Fruits,0.0794248580932617,Unknown
"1 cup TJ's Organic Tricolor Quinoa, cooked according to package instruction and cooled to room temperature",Organic Tricolor Quinoa,0.998541,1.0,1 cup,cup,0.999935,cooked according to package instruction and cooled to room temperature,0.999899,Sesame Quinoa Salad,Appetizers & Sides,Fresh,0.1417806595563888,Unknown,"Slices, Shreds, Crumbles",0.0985253304243087,Cheese,Smoked or Processed,0.091760441660881,Unknown
"1 bag TJ’s Sugar Snap Peas, steamed according to microwave package instructions",Sugar Snap Peas,0.997016,1.0,1 bag,bag,0.999668,steamed according to microwave package instructions,0.997744,Sesame Quinoa Salad,Appetizers & Sides,Fresh,0.1648179292678833,Unknown,Fresh Vegetables,0.0526025369763374,Unknown,Fresh Fruits,0.0483472347259521,Unknown
"2 cups TJ’s Pineapple Tidbits, thawed",Pineapple Tidbits,0.999042,2.0,2 cups,cup,0.999981,thawed,0.97718,Sesame Quinoa Salad,Appetizers & Sides,Fresh,0.3685399293899536,Unknown,Veggies,0.0553333647549152,Fresh Fruits & Veggies,Entrées & Center of Plate,0.0405039750039577,Fresh Prepared Foods
"1/2 cup TJ's Roasted and Salted Pecans, chopped",Roasted and Salted Pecans,0.98652,0.5,1/2 cups,cup,0.999955,chopped,0.997097,Salad Stuffed Sweet Potatoes,Appetizers & Sides,Fresh,0.2751421928405761,Unknown,Cooked or Processed,0.114169180393219,Unknown,Refrigerated Dough,0.0722822621464729,Unknown
"1 tablespoon TJ's Shallots, minced",Shallots,0.997652,1.0,1 tablespoon,tablespoon,0.999965,minced,0.998892,Pretzel Bites & Beer Cheese Dip,Appetizers & Sides,Fresh,0.3194698989391327,Unknown,Fresh Vegetables,0.0587428919970989,Unknown,"Nuts, Dried Fruits, Seeds",0.0547782033681869,Snacks & Sweets
"1 Bag or 18 oz. TJ's Frozen Mashed Sweet Potatoes (seasonal), defrosted",Frozen Mashed Sweet Potatoes,0.431388,1.0,1 Bag,Bag,0.9967,defrosted,0.7756,Mini Sweet Potato Biscuits,Appetizers & Sides,Fresh,0.1432121247053146,Unknown,Fresh Vegetables,0.0773367881774902,Unknown,"Slices, Shreds, Crumbles",0.0629066601395607,Cheese
"6 slices TJ's Apple Smoked Bacon, cooked and crumbled",Apple Smoked Bacon,0.999117,6.0,6 slices,slices,0.99978,cooked and crumbled,0.997112,Mini Sweet Potato Biscuits,Appetizers & Sides,Smoked or Processed,0.744049608707428,Unknown,Smoked,0.0365747585892677,Unknown,Fresh,0.0156567879021167,Unknown
"3/4 stick TJ's Salted Butter, softened",Salted Butter,0.989324,0.75,3/4 sticks,sticks,0.999733,softened,0.999613,Mini Sweet Potato Biscuits,Appetizers & Sides,Refrigerated Dough,0.1399429440498352,Unknown,Fresh,0.0777328386902809,Unknown,Butter,0.0729279667139053,Dairy & Eggs
"1/2 cup TJ's Hot & Sweet Jalapeños, diced",Hot & Sweet Jalapeños,0.987258,0.5,1/2 cups,cup,0.999956,diced,0.999487,Kiss My Cornbread with Jalapeños & Bacon,Appetizers & Sides,"Bars, Jerky &… Surprises",0.1028997674584388,Snacks & Sweets,Salsa & Hot Sauce,0.1004513800144195,"Dips, Sauces & Dressings","Chips, Crackers & Crunchy Bites",0.0808737725019455,Snacks & Sweets
"4 slices TJ's Apple Smoked Bacon, cooked and chopped",Apple Smoked Bacon,0.999117,4.0,4 slices,slices,0.99978,cooked and chopped,0.993206,Kiss My Cornbread with Jalapeños & Bacon,Appetizers & Sides,Smoked or Processed,0.744049608707428,Unknown,Smoked,0.0365747585892677,Unknown,Fresh,0.0156567879021167,Unknown
"1 package TJ's Cream Cheese, softened",Cream Cheese,0.999574,1.0,1 package,package,0.999885,softened,0.999669,Kickin' Corn Dip,Appetizers & Sides,Cream and Creamy Cheeses,0.8696893453598022,Cheese,"Slices, Shreds, Crumbles",0.0213078428059816,Cheese,"Wedges, Wheels, Loaves, Logs",0.0131911356002092,Cheese
3/4 cup TJ's Organic Pepper Jack Cheese (shredded),Organic Pepper Jack Cheese,0.999277,0.75,3/4 cups,cup,0.999938,(shredded),0.948508,Kickin' Corn Dip,Appetizers & Sides,Cream and Creamy Cheeses,0.7113989591598511,Cheese,"Slices, Shreds, Crumbles",0.0349520146846771,Cheese,Fresh,0.0338952466845512,Unknown
"1 cup TJ's Fancy Shredded Mexican Blend Cheese, divided",Fancy Shredded Mexican Blend Cheese,0.997817,1.0,1 cup,cup,0.999958,divided,0.999777,Kickin' Corn Dip,Appetizers & Sides,Cream and Creamy Cheeses,0.5720694661140442,Cheese,"Slices, Shreds, Crumbles",0.1408294439315796,Cheese,Fresh,0.030130723491311,Unknown
2 tablespoons finely chopped Cilantro,Cilantro,0.990733,2.0,2 tablespoons,tablespoon,0.999798,finely chopped,0.998472,Cilantro Crema,Appetizers & Sides,Fresh,0.3388896584510803,Unknown,Fresh Fruits,0.0403364561498165,Unknown,Smoked or Processed,0.0336078628897666,Unknown
"1 1/2 cups TJ's Shredded Pepper Jack Cheese, divided",Shredded Pepper Jack Cheese,0.944952,1.5,1 1/2 cups,cup,0.999901,divided,0.999622,Cheesy Cowboy Cornbread Muffins,Appetizers & Sides,Cream and Creamy Cheeses,0.3913009762763977,Cheese,"Slices, Shreds, Crumbles",0.1138042509555816,Cheese,Fresh,0.0872724428772926,Unknown
"1 package TJ's Sliced Prosciutto, gently sliced in half lengthwise",Sliced Prosciutto,0.985363,1.0,1 package,package,0.999868,gently sliced in half lengthwise,0.999716,Prosciutto Melon Bites,Appetizers & Sides,"Slices, Shreds, Crumbles",0.3141609728336334,Cheese,Fresh,0.1351022571325302,Unknown,Sliced Bread,0.0839323252439498,Bakery
"1 1/2 Tbsp fresh TJ's Rosemary Leaves, roughly chopped",fresh Rosemary Leaves,0.985221,1.5,1 1/2 Tbsps,Tbsps,0.999828,roughly chopped,0.998829,Poppin’ Pumpkin Seeds,Appetizers & Sides,Fresh Fruits,0.166017472743988,Unknown,Fresh,0.156894102692604,Unknown,Fresh Vegetables,0.1289901435375213,Unknown
16 oz. TJ's Pineapple Juice (refrigerated) or 2 cans TJ's 100% Pineapple Juice (shelf-stable),Pineapple Juice,0.999494,16.0,16 oz,ounce,0.999821,(refrigerated),0.871248,Pineapple Quinoa,Appetizers & Sides,Fresh Fruits,0.2907503843307495,Unknown,Fruits,0.0951594412326812,Fresh Fruits & Veggies,Fruit & Vegetables,0.0853871554136276,From The Freezer
"2 small (1 oz) slices TJ's Multigrain Bread, toasted",Multigrain Bread,0.996766,2.0,2 slices,slices,0.992699,toasted,0.997866,MoJoe Toast,Appetizers & Sides,Sliced Bread,0.7297754883766174,Bakery,Bakery,0.0564193688333034,Unknown,Refrigerated Dough,0.0149382483214139,Unknown
"2 strips of TJ's Grilled Chicken Breast Strips, diced",Grilled Chicken Breast Strips,0.996775,2.0,2 strips,strips,0.995909,diced,0.999595,Cobb Salad Stuffed Eggs,Appetizers & Sides,Fresh,0.5264691114425659,Unknown,"Slices, Shreds, Crumbles",0.1218770891427993,Cheese,Cooked or Processed,0.0319800078868866,Unknown
"1 package TJ's Grape Tomatoes, diced",Grape Tomatoes,0.998831,1.0,1 package,package,0.999905,diced,0.999191,Cobb Salad Stuffed Eggs,Appetizers & Sides,Fresh Vegetables,0.1449223607778549,Unknown,Cream and Creamy Cheeses,0.1378309428691864,Cheese,Fresh Fruits,0.0998773500323295,Unknown
"4 pieces TJ's Fully Cooked Uncured Bacon, crumbled",Fully Cooked Uncured Bacon,0.996829,4.0,4 pieces,pieces,0.99914,crumbled,0.998315,Cobb Salad Stuffed Eggs,Appetizers & Sides,Cooked or Processed,0.2541916370391845,Unknown,Smoked or Processed,0.1622718721628189,Unknown,Fresh,0.0795448794960975,Unknown
"1 package TJ's Cream Cheese, softened",Cream Cheese,0.999574,1.0,1 package,package,0.999885,softened,0.999669,Chunky Salsa with Cream Cheese,Appetizers & Sides,Cream and Creamy Cheeses,0.8696893453598022,Cheese,"Slices, Shreds, Crumbles",0.0213078428059816,Cheese,"Wedges, Wheels, Loaves, Logs",0.0131911356002092,Cheese
"1 cup TJ's Wild Blueberries, defrosted",Wild Blueberries,0.998741,1.0,1 cup,cup,0.999978,defrosted,0.988615,Chèvre With Honey Brioche Toasts,Appetizers & Sides,Fresh,0.3181205093860626,Unknown,Veggies,0.1558069288730621,Fresh Fruits & Veggies,Fruits,0.0863603949546814,Fresh Fruits & Veggies
"1 block TJ's Unexpected Cheddar, grated and divided",Unexpected Cheddar,0.998829,1.0,1 block,block,0.999768,grated and divided,0.999899,Cheesy Jalapeño Beer Bread,Appetizers & Sides,Fresh,0.0692733004689216,Unknown,"BBQ, Pasta, Simmer",0.064383253455162,"Dips, Sauces & Dressings",Cream and Creamy Cheeses,0.0577364563941955,Cheese
"1/2 cup TJ's Hot & Sweet Jalapeños, halved, plus more for garnish",Hot & Sweet Jalapeños,0.984453,0.5,1/2 cups,cup,0.999947,halved,0.997104,Cheesy Jalapeño Beer Bread,Appetizers & Sides,"Bars, Jerky &… Surprises",0.1028997674584388,Snacks & Sweets,Salsa & Hot Sauce,0.1004513800144195,"Dips, Sauces & Dressings","Chips, Crackers & Crunchy Bites",0.0808737725019455,Snacks & Sweets
"1/2 stick TJ's Unsalted Butter, melted",Unsalted Butter,0.997077,0.5,1/2 sticks,sticks,0.999841,melted,0.999267,Cheesy Jalapeño Beer Bread,Appetizers & Sides,Refrigerated Dough,0.1853353530168533,Unknown,"Slices, Shreds, Crumbles",0.0898168459534645,Cheese,Fresh,0.0844857990741729,Unknown
"3 Tablespoons Spanish EVOO, divided",Spanish EVOO,0.997815,3.0,3 Tablespoons,Tablespoons,0.999923,divided,0.999635,Roasted Shishito Pepper Sauce,Appetizers & Sides,Cool Desserts,0.0828542783856391,From The Freezer,Appetizers,0.058966014534235,From The Freezer,Fresh,0.0383978970348835,Unknown
"1 package (2 pounds) TJ's Organic Carrots Of Many Colors, rinsed and dried",Organic Carrots Of Many Colors,0.986004,1.0,1 package,package,0.998947,rinsed and dried,0.986465,Roasted Carrots Of Many Colors,Appetizers & Sides,"Slices, Shreds, Crumbles",0.1333939582109451,Cheese,Cool Desserts,0.064771257340908,From The Freezer,Fresh Vegetables,0.0615702308714389,Unknown
1 cup halved TJ's Organic Fresh Cranberries (seasonal),Organic Fresh Cranberries,0.943139,1.0,1 cup,cup,0.999541,halved,0.780384,Cranberry Orange Cornbread,Appetizers & Sides,Fresh,0.6990940570831299,Unknown,Fresh Vegetables,0.0489093698561191,Unknown,Veggies,0.0459683910012245,Fresh Fruits & Veggies
"1 can TJ's Black Beans, drained and rinsed",Black Beans,0.998133,1.0,1 can,can,0.999758,drained and rinsed,0.999421,Corn Salsa Salad,Appetizers & Sides,Fresh Vegetables,0.1664253771305084,Unknown,Fresh,0.1556540876626968,Unknown,Fresh Fruits,0.0961310118436813,Unknown
"1/2 container TJ's fresh Sugar Plum Tomatoes, halved",fresh Sugar Plum Tomatoes,0.991952,0.5,1/2 container,container,0.997755,halved,0.989786,Corn Salsa Salad,Appetizers & Sides,Fresh,0.4278742372989654,Unknown,Fresh Vegetables,0.2239059209823608,Unknown,Veggies,0.0620030723512172,Fresh Fruits & Veggies
"3 cups TJ's Organic Unbleached All-Purpose Flour, sifted",Organic Unbleached All-Purpose Flour,0.997188,3.0,3 cups,cup,0.999935,sifted,0.999274,Miller's Irish Soda Bread,Appetizers & Sides,"Slices, Shreds, Crumbles",0.1159393787384033,Cheese,Smoked or Processed,0.0974004119634628,Unknown,"BBQ, Pasta, Simmer",0.0500171445310115,"Dips, Sauces & Dressings"
"2 tablespoons TJ's Unsalted Butter, softened, plus more for serving",Unsalted Butter,0.996902,2.0,2 tablespoons,tablespoon,0.999939,softened,0.999724,Miller's Irish Soda Bread,Appetizers & Sides,Refrigerated Dough,0.1853353530168533,Unknown,"Slices, Shreds, Crumbles",0.0898168459534645,Cheese,Fresh,0.0844857990741729,Unknown
"1 wedge TJ's 12-Month Aged Manchego Añejo, cubed",12-Month Aged Manchego Añejo,0.995434,1.0,1 wedge,wedge,0.995394,cubed,0.999165,Manchego Fig Bites,Appetizers & Sides,Fresh,0.2928596436977386,Unknown,Smoked or Processed,0.0488267466425895,Unknown,Cream and Creamy Cheeses,0.0299805104732513,Cheese
"6 slices TJ's Prosciutto, sliced in half lengthwise",Prosciutto,0.996835,6.0,6 slices,slices,0.999718,sliced in half lengthwise,0.999861,Manchego Fig Bites,Appetizers & Sides,"Slices, Shreds, Crumbles",0.2400280535221099,Cheese,Fresh,0.1382985860109329,Unknown,Cream and Creamy Cheeses,0.0460190400481224,Cheese
"1 cup TJ's Roasted Corn, defrosted",Roasted Corn,0.997519,1.0,1 cup,cup,0.999978,defrosted,0.988125,Jalapeño Corn Kickers,Appetizers & Sides,Fresh,0.5638614892959595,Unknown,Cooked or Processed,0.0415905565023422,Unknown,Smoked or Processed,0.0300590898841619,Unknown
"1 cup TJ's Shredded Mozzarella Cheese, divided",Shredded Mozzarella Cheese,0.999049,1.0,1 cup,cup,0.999958,divided,0.999634,Jalapeño Corn Kickers,Appetizers & Sides,Cream and Creamy Cheeses,0.345613956451416,Cheese,"Slices, Shreds, Crumbles",0.2860088646411896,Cheese,Fresh,0.0647784024477005,Unknown
"2 teaspoons finely chopped TJ's Cilantro, plus more for garnish",Cilantro,0.997229,2.0,2 teaspoons,teaspoon,0.999645,finely chopped,0.999453,Jalapeño Corn Kickers,Appetizers & Sides,Fresh,0.3388896584510803,Unknown,Fresh Fruits,0.0403364561498165,Unknown,Smoked or Processed,0.0336078628897666,Unknown
"1 tablespoon TJ's Salted Butter, melted",Salted Butter,0.992876,1.0,1 tablespoon,tablespoon,0.99995,melted,0.998159,Jalapeño Corn Kickers,Appetizers & Sides,Refrigerated Dough,0.1399429440498352,Unknown,Fresh,0.0777328386902809,Unknown,Butter,0.0729279667139053,Dairy & Eggs
"1 package TJ's Grilled Asparagus Spears, thawed according to package directions and chopped into large pieces",Grilled Asparagus Spears,0.997774,1.0,1 package,package,0.999777,thawed according to package directions and chopped into large pieces,0.999904,Grilled Asparagus Salad,Appetizers & Sides,Fresh,0.3049876689910888,Unknown,"Slices, Shreds, Crumbles",0.0732687413692474,Cheese,Shellfish,0.0556651689112186,Unknown
"1 bag TJ's Roasted Corn, microwaved according to package directions",Roasted Corn,0.981856,1.0,1 bag,bag,0.999785,microwaved according to package directions,0.993106,Grilled Asparagus Salad,Appetizers & Sides,Fresh,0.5638614892959595,Unknown,Cooked or Processed,0.0415905565023422,Unknown,Smoked or Processed,0.0300590898841619,Unknown
2 Tbsp peeled & chopped TJ's Ginger,Ginger,0.995678,2.0,2 Tbsps,Tbsps,0.996458,peeled & chopped,0.974059,Ginger Honey Pickled Peaches,Appetizers & Sides,Spices,0.1048303842544555,For the Pantry,Cool Desserts,0.0704292505979538,From The Freezer,Fresh,0.0620822384953498,Unknown
"1 cup TJ's Frozen Peach Slices, defrosted",Frozen Peach Slices,0.997382,1.0,1 cup,cup,0.99989,defrosted,0.992904,Fruit & Cashew Butter Toast,Appetizers & Sides,"Slices, Shreds, Crumbles",0.3079043328762054,Cheese,Sliced Bread,0.0991364046931266,Bakery,Fruits,0.050134927034378,Fresh Fruits & Veggies
"1 teaspoon fresh mint, chopped",fresh mint,0.995884,1.0,1 teaspoon,teaspoon,0.999984,chopped,0.998609,Fruit & Cashew Butter Toast,Appetizers & Sides,Fresh,0.7673447728157043,Unknown,Fresh Vegetables,0.0424230694770813,Unknown,"Slices, Shreds, Crumbles",0.0157307125627994,Cheese
"1 tsp TJ’s Sea Salt, divided",Sea Salt,0.996849,1.0,1 tsp,teaspoon,0.999943,divided,0.999748,Fried Ravioli with Creamy Marinara,Appetizers & Sides,Shellfish,0.3651342391967773,Unknown,Fresh,0.1034722328186035,Unknown,Smoked,0.0910309180617332,Unknown
"1 tsp TJ’s Ground Black Pepper, divided",Ground Black Pepper,0.993753,1.0,1 tsp,teaspoon,0.997134,divided,0.999722,Fried Ravioli with Creamy Marinara,Appetizers & Sides,Fresh,0.6082545518875122,Unknown,Fresh Vegetables,0.0514576248824596,Unknown,Fresh Fruits,0.032202735543251,Unknown
1/4 cup freshly grated TJ’s Parmesan Cheese,Parmesan Cheese,0.997739,0.25,1/4 cups,cup,0.999912,freshly grated,0.999733,Fried Ravioli with Creamy Marinara,Appetizers & Sides,Cream and Creamy Cheeses,0.8208189010620117,Cheese,"Slices, Shreds, Crumbles",0.0408367924392223,Cheese,"Wedges, Wheels, Loaves, Logs",0.0149743687361478,Cheese
1 Tablespoon minced TJ’s Parsley,Parsley,0.774293,1.0,1 Tablespoon,Tablespoon,0.999073,minced,0.551683,Fried Ravioli with Creamy Marinara,Appetizers & Sides,Fresh,0.1060604825615882,Unknown,"Slices, Shreds, Crumbles",0.0824857801198959,Cheese,Fresh Fruits,0.0794248580932617,Unknown
"1 large head TJ's Iceberg Lettuce, cut into several wedges",Iceberg Lettuce,0.999387,1.0,1 large head,large head,0.995741,cut into several wedges,0.999031,Family Style Wedge Salad,Appetizers & Sides,Fresh,0.1755501180887222,Unknown,Veggies,0.1309821754693985,Fresh Fruits & Veggies,"Slices, Shreds, Crumbles",0.0779264643788337,Cheese
3/4 cup halved TJ's Mini Pearl Grape Tomatoes,Mini Pearl Grape Tomatoes,0.990642,0.75,3/4 cups,cup,0.999464,halved,0.953249,Family Style Wedge Salad,Appetizers & Sides,Cream and Creamy Cheeses,0.2597525417804718,Cheese,Fresh,0.1086396798491478,Unknown,Fresh Fruits,0.0808669030666351,Unknown
"1/2 cup TJ's Crumbled Blue Cheese, crumbled and divided",Crumbled Blue Cheese,0.999814,0.5,1/2 cups,cup,0.99996,crumbled and divided,0.999845,Family Style Wedge Salad,Appetizers & Sides,"Slices, Shreds, Crumbles",0.823988139629364,Cheese,Cream and Creamy Cheeses,0.0429209508001804,Cheese,Fresh,0.0253487210720777,Unknown
1 cup cooked and crumbled TJ's Uncured Black Forest Bacon,Uncured Black Forest Bacon,0.999106,1.0,1 cup,cup,0.999524,cooked and crumbled,0.99674,Family Style Wedge Salad,Appetizers & Sides,Fresh,0.8110604286193848,Unknown,Smoked or Processed,0.0135951004922389,Unknown,Cream and Creamy Cheeses,0.0122480830177664,Cheese
"1 can TJ's Organic Great Northern Beans, drained and rinsed",Organic Great Northern Beans,0.998731,1.0,1 can,can,0.999644,drained and rinsed,0.999358,Sweet & Smoky Slaw,Appetizers & Sides & Lunch,Fresh,0.1870708763599395,Unknown,Fresh Fruits,0.0920618698000907,Unknown,Cream and Creamy Cheeses,0.0794630572199821,Cheese
"1 block of TJ's Cream Cheese, cut into 1/4""slices",Cream Cheese,0.994947,1.0,1 block,block,0.998181,"cut into #1$4""slices",0.997803,Griddled Pepper Jelly & Cream Cheese,Appetizers & Sides & Lunch,Cream and Creamy Cheeses,0.8696893453598022,Cheese,"Slices, Shreds, Crumbles",0.0213078428059816,Cheese,"Wedges, Wheels, Loaves, Logs",0.0131911356002092,Cheese
"1 package Atalanta Halloumi Cheese, drained and sliced ¼-inch thick",Atalanta Halloumi Cheese,0.99923,1.0,1 package,package,0.999846,drained and sliced 1/4 inch thick,0.99896,Fried Halloumi Salad,Appetizers & Sides & Lunch,Cream and Creamy Cheeses,0.8416548371315002,Cheese,"Slices, Shreds, Crumbles",0.0383109226822853,Cheese,"Wedges, Wheels, Loaves, Logs",0.0123975845053792,Cheese
"1 lb. TJ's Sweet Italian Pork Sausage or Hot Italian Pork Sausage, casing removed",Sweet Italian Pork Sausage Hot Italian Pork Sausage,0.720774,1.0,1 lb,pound,0.999642,casing removed,0.997801,Sausage & Kale Stuffing,Appetizers & Sides & Dinner,Fresh,0.7155579328536987,Unknown,Smoked or Processed,0.0530185587704181,Unknown,Refrigerated Dough,0.0206818841397762,Unknown
"1 package TJ's Organic Cooked & Peeled Chestnuts, halved",Organic Cooked Chestnuts,0.7901229999999999,1.0,1 package,package,0.999337,"Peeled, halved",0.851841,Sausage & Kale Stuffing,Appetizers & Sides & Dinner,Fresh,0.2144922167062759,Unknown,Cooked or Processed,0.0911403819918632,Unknown,Shellfish,0.0746728032827377,Unknown
"1 bag TJ's Cranberries, rinsed and drained",Cranberries,0.988829,1.0,1 bag,bag,0.999421,rinsed and drained,0.999467,Raw Cranberry Relish,Appetizers & Sides,Fresh Fruits,0.2504152357578277,Unknown,Fruits,0.1333441585302353,Fresh Fruits & Veggies,Fruit & Vegetables,0.0596645809710025,From The Freezer
1/4 cup diced TJ's Crystallized Ginger,Crystallized Ginger,0.982954,0.25,1/4 cups,cup,0.999519,diced,0.956067,Raw Cranberry Relish,Appetizers & Sides,Refrigerated Dough,0.0918779820203781,Unknown,Fresh Fruits,0.0739917010068893,Unknown,"Slices, Shreds, Crumbles",0.0632485672831535,Cheese
