original_text,name,name_confidence,amount,amount_text,unit,amount_confidence,preparation,preparation_confidence
5 small sauce containers for dressing,sauce containers,0.977853,5.0,5,,0.999888,,
2 cups TJ's Coconut Cashews,Coconut Cashews,0.999886,2.0,2 cups,cup,0.999981,,
3/4 cup TJ's Soft & Juicy Dried Mango,Soft & Juicy Dried Mango,0.993863,0.75,3/4 cups,cup,0.999962,,
"2 cups (roughly 3 Mangoes) TJ's Mango, peeled, pitted & coarsely chopped",Mango,0.979109,2.0,2 cups,cup,0.999607,"peeled, pitted & coarsely chopped",0.977414
juice from 1/2 TJ's Lemon,juice from Lemon,0.659872,0.5,1/2,,0.610008,,
1 container TJ's Mango Greek Nonfat Yogurt,Mango Greek Nonfat Yogurt,0.9979,1.0,1 container,container,0.997145,,
"a sprinkling of TJ's Organic Flake Coconut, to garnish",a sprinkling of Organic Flake Coconut,0.860429,,,,,,
6 tablespoons TJ's Spicy Chai Tea Latte Mix,Spicy Chai Tea Latte Mix,0.998113,6.0,6 tablespoons,tablespoon,0.99993,,
2 teaspoons TJ's Organic Extra Virgin Olive Oil,Organic Extra Virgin Olive Oil,0.999073,2.0,2 teaspoons,teaspoon,0.999905,,
1 bag TJ's Cruciferous Crunch,Cruciferous Crunch,0.999226,1.0,1 bag,bag,0.999719,,
TJ's Organic Dried Cranberries,Organic Dried Cranberries,0.99384,,,,,,
TJ's Dry Toasted & Sliced Almonds,Dry Toasted Almonds,0.7677875000000001,,,,,Sliced,0.525777
"TJ's Shaved Parmesan, Romano & Asiago Cheese","Shaved Parmesan, Romano & Asiago Cheese",0.94367,,,,,,
1 package TJ's Organic Brown Rice & Quinoa Spaghetti,Organic Brown Rice & Quinoa Spaghetti,0.9941,1.0,1 package,package,0.999636,,
1 bag TJ's Fresh Haricots Verts,Fresh Haricots Verts,0.997105,1.0,1 bag,bag,0.999702,,
1 cup TJ's Toasted Slivered Almonds,Toasted Slivered Almonds,0.998621,1.0,1 cup,cup,0.999975,,
1 cup TJ's Just Almond Meal,Just Almond Meal,0.999507,1.0,1 cup,cup,0.999931,,
2 tablespoons TJ's 100% Pure Maple Syrup,100% Pure Maple Syrup,0.997192,2.0,2 tablespoons,tablespoon,0.999979,,
"1 roll TJ's refrigerated Buttermilk Biscuits, separated & sliced into quarters",roll refrigerated Buttermilk Biscuits,0.824162,1.0,1,,0.974346,separated & sliced into quarters,0.990452
1/3 cup TJ's Unsalted Dry Roasted Pecan Pieces,Unsalted Dry Roasted Pecan Pieces,0.993935,0.3333333333333333,1/3 cups,cup,0.999968,,
1 cup TJ's Jumbo Raisins,Jumbo Raisins,0.999418,1.0,1 cup,cup,0.999977,,
TJ's Canola Spray (to grease muffin tin),Canola Spray,0.996159,,,,,,
1 box TJ's Gluten Free Pumpkin Bread & Muffin Mix (seasonal),Gluten Free Pumpkin Bread & Muffin Mix,0.993652,1.0,1 box,box,0.999583,,
1 cup TJ's Applesauce,Applesauce,0.998802,1.0,1 cup,cup,0.999973,,
1 1/2 cups TJ's Chocolate Chunks,Chocolate Chunks,0.998361,1.5,1 1/2 cups,cup,0.999979,,
2 tablespoons TJ's Pumpkin Butter (seasonal),Pumpkin Butter,0.996116,2.0,2 tablespoons,tablespoon,0.999928,,
1 package (1 pound) TJ's All Natural No Antibiotics Ever Ground Pork,All Natural No Antibiotics Ever Ground Pork,0.998916,1.0,1 package,package,0.999386,,
1 can TJ's Buttermilk Biscuits,Buttermilk Biscuits,0.999364,1.0,1 can,can,0.999859,,
1 cup TJ's Shredded Cheese Blend,Shredded Cheese Blend,0.999379,1.0,1 cup,cup,0.999971,,
1 package TJ's Hashbrowns,Hashbrowns,0.998524,1.0,1 package,package,0.999904,,
1 package TJ's Dry Rubbed Bacon OR Uncured Fully Cooked Bacon,Dry Rubbed Bacon Uncured Fully Cooked Bacon,0.9118235,1.0,1 package,package,0.999875,,
"1 TJ's Large Avocado, thinly sliced",Large Avocado,0.979415,1.0,1,,0.999661,thinly sliced,0.999818
"Your favorite TJ's Hot Sauce, Salsa, or Sriracha",Your favorite Hot Sauce Salsa Sriracha,0.761829,,,,,,
2 teaspoons TJ's Instant Coffee,Instant Coffee,0.999605,2.0,2 teaspoons,teaspoon,0.999943,,
"TJ's Unsweetened Non-Dairy Hemp Beverage (or milk, or your favorite non-dairy beverage)",Unsweetened Non-Dairy Hemp Beverage milk,0.9536305,,,,,,
1 teaspoon TJ's Chili Pepper Sauce,Chili Pepper Sauce,0.999026,1.0,1 teaspoon,teaspoon,0.999951,,
1 teaspoon Lemon Juice,Lemon Juice,0.992682,1.0,1 teaspoon,teaspoon,0.999964,,
"1 package TJ's Anchovy Fillets in Olive Oil, drained and diced",Anchovy Fillets in Olive Oil,0.998893,1.0,1 package,package,0.999867,drained and diced,0.999591
2 teaspoons TJ's Dijon Mustard with White Wine,Dijon Mustard with White Wine,0.999539,2.0,2 teaspoons,teaspoon,0.999939,,
1/3 cup + 1 Tbsp TJ's Sicilian Selezione EVOO,Sicilian Selezione EVOO,0.983202,0.3333333333333333,1/3 cups,cup,0.999948,,
TJ's Creamy Toscano Cheese Soaked in Syrah,Creamy Toscano Cheese Soaked in Syrah,0.99733,,,,,,
TJ's Toscano Cheese with Black Pepper,Toscano Cheese with Black Pepper,0.994469,,,,,,
TJ's Crisps (Fig & Olive or Raisin & Rosemary),Crisps Olive Raisin & Rosemary,0.78478,,,,,,
TJ's Seedless Grape Medley,Seedless Grape Medley,0.998668,,,,,,
TJ's Prosciutto or TJ's Uncured Salame di Parma Mild Salami,Prosciutto Uncured Salame di Parma Mild Salami,0.649266,,,,,,
TJ's Cornichons,Cornichons,0.988499,,,,,,
TJ's Rosemary Marcona Almonds,Rosemary Marcona Almonds,0.995919,,,,,,
1/4 cup TJ's Organic Tahini,Organic Tahini,0.999097,0.25,1/4 cups,cup,0.999959,,
1/4 cup water; 2 teaspoons TJ's Minced Garlic,water Minced Garlic,0.722152,0.25,1/4 cups,cup,0.999952,,
1/2 cup TJ's Organic Reduced Sugar Raspberry (or Strawberry) Preserves,Organic Reduced Sugar Raspberry Strawberry Preserves,0.8823535,0.5,1/2 cups,cup,0.999957,,
2 packages TJ's Turkey Meatballs,Turkey Meatballs,0.999452,2.0,2 packages,packages,0.999623,,
3/4 cup TJ's Panko Breadcrumbs,Panko Breadcrumbs,0.999106,0.75,3/4 cups,cup,0.999973,,
1/4 cup TJ's Nori Komi Furikake,Nori Komi Furikake,0.998174,0.25,1/4 cups,cup,0.999976,,
1 bag TJ's Frozen Meatballs (we used the Turkey variety),Frozen Meatballs,0.998232,1.0,1 bag,bag,0.999304,,
1 bottle TJ's Organic Sriracha and Roasted Garlic BBQ Sauce,Organic Sriracha and Roasted Garlic BBQ Sauce,0.951748,1.0,1 bottle,bottle,0.999333,,
1 package TJ’s Steamed Lentils,Steamed Lentils,0.998706,1.0,1 package,package,0.999906,,
1 cup quartered TJ’s Baby Heirloom Tomatoes,Baby Heirloom Tomatoes,0.942301,1.0,1 cup,cup,0.999898,quartered,0.766785
1 teaspoon TJ’s Clover Honey,Clover Honey,0.999378,1.0,1 teaspoon,teaspoon,0.999939,,
"1 bag (3 lbs.) TJ's Organic Sweet Potatoes, peeled and sliced into thin planks",Organic Sweet Potatoes,0.995633,1.0,1 bag,bag,0.999197,peeled and sliced into thin planks,0.999843
"4 packages TJ's Frozen Spinach & Artichoke Dip, microwaved according to directions",Frozen Spinach & Artichoke Dip,0.986678,4.0,4 packages,packages,0.999628,microwaved according to directions,0.990298
"2 cups TJ's Quattro Formaggio Shredded Cheese Blend, divided",Quattro Formaggio Shredded Cheese Blend,0.999441,2.0,2 cups,cup,0.999957,divided,0.999253
1 bag TJ’s Gluten Free Breaded Chicken Breast Nuggets,Gluten Free Breaded Chicken Breast Nuggets,0.999111,1.0,1 bag,bag,0.999598,,
2 TJ’s Jalapenos (optional),Jalapenos,0.989369,2.0,2,,0.997835,,
1 box TJ’s Gluten Free Toaster Waffles,Gluten Free Toaster Waffles,0.998228,1.0,1 box,box,0.999775,,
1 cup TJ's Diced Onions,Diced Onions,0.999187,1.0,1 cup,cup,0.999962,,
4 cans TJ's Organic Baked Beans,Organic Baked Beans,0.999569,4.0,4 cans,cans,0.999786,,
1/2 cup TJ's Organic Sriracha & Roasted Garlic BBQ Sauce,Organic Sriracha & Roasted Garlic BBQ Sauce,0.989599,0.5,1/2 cups,cup,0.999932,,
"Freshly chopped Cilantro, Chives or Parsley, for garnish (optional)",Cilantro Chives Parsley,0.7333923333333333,,,,,Freshly chopped,0.995629
1 Tablespoon TJ's Red Wine Vinegar,Red Wine Vinegar,0.995441,1.0,1 Tablespoon,Tablespoon,0.999851,,
5 grinds TJ's South African Smoke Seasoning (Seasonal),South African Smoke Seasoning,0.99879,5.0,5 grinds,grinds,0.99961,,
1 teaspoon TJ's Dried Oregano,Dried Oregano,0.999647,1.0,1 teaspoon,teaspoon,0.999963,,
3 TJ's Premium and Peeled Garlic Cloves,Premium and Peeled Garlic Cloves,0.911682,3.0,3,,0.999352,,
"5 Tablespoons Spanish Organic EVOO, divided",Spanish Organic EVOO,0.998357,5.0,5 Tablespoons,Tablespoons,0.999875,divided,0.999763
1/2 cup (packed) fresh TJ's Cilantro,fresh Cilantro,0.979388,0.5,1/2 cups,cup,0.999631,,
1/4 cup (packed) fresh TJ's Parsley,fresh Parsley,0.989952,0.25,1/4 cups,cup,0.999631,,
"8 medium sized TJ's Organic Gold Potatoes, peeled and cut into one inch cubes",Organic Gold Potatoes,0.849352,8.0,8,,0.999875,peeled and cut into one inch cubes,0.999948
1 teaspoon TJ's 100% Spanish Organic Extra Virgin Garlic Flavored Olive Oil,100% Spanish Organic Extra Virgin Garlic Flavored Olive Oil,0.999377,1.0,1 teaspoon,teaspoon,0.999958,,
"1 tablespoon TJ's Spices of the World, Smoked Paprika","Spices of the World, Smoked Paprika",0.891626,1.0,1 tablespoon,tablespoon,0.999908,,
"1 bag TJ's Jumbo Cooked Shrimp (Peeled, Tail Off, Whole)",Jumbo Cooked Shrimp,0.991451,1.0,1 bag,bag,0.999646,,
1 TJ's Baguette,Baguette,0.996771,1.0,1,,0.999258,,
"3/4 cup TJ's Mayonnaise, divided",Mayonnaise,0.998374,0.75,3/4 cups,cup,0.99997,divided,0.999631
3 Tablespoons TJ's Jalapeño Pepper Hot Sauce,Jalapeño Pepper Hot Sauce,0.999838,3.0,3 Tablespoons,Tablespoons,0.999926,,
"1 bag TJ’s Sugar Snap Peas, steamed according to microwave package instructions",Sugar Snap Peas,0.997016,1.0,1 bag,bag,0.999668,steamed according to microwave package instructions,0.997744
"2 cups TJ’s Pineapple Tidbits, thawed",Pineapple Tidbits,0.999042,2.0,2 cups,cup,0.999981,thawed,0.97718
1/3 cup TJ’s Organic Toasted Sesame Dressing,Organic Toasted Sesame Dressing,0.999754,0.3333333333333333,1/3 cups,cup,0.999974,,
¾ cup TJ’s Unsalted Dry Toasted Sliced Almonds,Unsalted Dry Toasted Sliced Almonds,0.996684,0.75,3/4 cups,cup,0.999966,,
TJ's Sea Salted Saddle Potato Crisps,Sea Salted Saddle Potato Crisps,0.997467,,,,,,
"TJ's Pico de Gallo Salsa (Mild or Hot, your choice!)",Pico de Gallo Salsa,0.99566,,,,,,
TJ's Fancy Shredded Mexican Cheese Blend,Fancy Shredded Mexican Cheese Blend,0.966497,,,,,,
1 Tbsp TJ's 100% Greek Kalamata Olive Oil,100% Greek Kalamata Olive Oil,0.990645,1.0,1 Tbsp,Tbsp,0.997551,,
"4 TJ's Beets in Vinaigrette, julienned",Beets in Vinaigrette,0.985832,4.0,4,,0.99931,julienned,0.998562
"1/2 cup TJ's Roasted and Salted Pecans, chopped",Roasted and Salted Pecans,0.98652,0.5,1/2 cups,cup,0.999955,chopped,0.997097
1 package TJ's Plain Pizza Dough,Plain Pizza Dough,0.999703,1.0,1 package,package,0.999926,,
4 cups TJ's Shredded Sharp Cheddar Cheese (or your preferred Cheddar),Shredded Sharp Cheddar Cheese,0.999724,4.0,4 cups,cup,0.999964,,
12 ounces Josephsbrau Bohemian Lager,Josephsbrau Bohemian Lager,0.999436,12.0,12 ounces,ounce,0.999942,,
"1 Bag or 18 oz. TJ's Frozen Mashed Sweet Potatoes (seasonal), defrosted",Frozen Mashed Sweet Potatoes,0.431388,1.0,1 Bag,Bag,0.9967,defrosted,0.7756
2 Tbsp TJ's Brown Sugar,Brown Sugar,0.988871,2.0,2 Tbsps,Tbsps,0.997777,,
1 tsp TJ's Pure Vanilla Extract,Pure Vanilla Extract,0.999337,1.0,1 tsp,teaspoon,0.999946,,
"6 slices TJ's Apple Smoked Bacon, cooked and crumbled",Apple Smoked Bacon,0.999117,6.0,6 slices,slices,0.99978,cooked and crumbled,0.997112
4.5 cups TJ's Buttermilk Pancake & All-Purpose Baking Mix,Buttermilk Pancake & All-Purpose Baking Mix,0.996785,4.5,4.5 cups,cup,0.999955,,
2 parts TJ's Clarified Butter,parts Clarified Butter,0.835867,2.0,2,,0.99827,,
1 part your favorite TJ's Honey,part your favorite Honey,0.912221,1.0,1,,0.999807,,
1.5 inch round cookie cutter,round cookie cutter,0.959763,1.5,1.5 inches,inch,0.995775,,
2 TJ's Organic Brown Eggs,Organic Brown Eggs,0.997596,2.0,2,,0.99789,,
1/2 cup TJ's Sunflower Oil,Sunflower Oil,0.998323,0.5,1/2 cups,cup,0.999975,,
1 box TJ's Cornbread Baking Mix,Cornbread Baking Mix,0.998929,1.0,1 box,box,0.999798,,
3/4 cup TJ's Organic Pepper Jack Cheese (shredded),Organic Pepper Jack Cheese,0.999277,0.75,3/4 cups,cup,0.999938,(shredded),0.948508
"1 cup TJ's Fancy Shredded Mexican Blend Cheese, divided",Fancy Shredded Mexican Blend Cheese,0.997817,1.0,1 cup,cup,0.999958,divided,0.999777
3 tablespoons TJ's Salsa Verde,Salsa Verde,0.998751,3.0,3 tablespoons,tablespoon,0.999968,,
"1/2 TJ's Tuscan Melon (or small TJ's Cantaloupe), cubed",Tuscan Melon,0.977889,0.5,1/2,,0.997171,cubed,0.999657
Toothpicks,Toothpicks,0.987664,,,,,,
1/4 tsp TJ's Ground Cumin,Ground Cumin,0.99779,0.25,1/4 tsps,teaspoon,0.999448,,
2 Tbsp TJ's Clarified Butter or TJ's 100% Canola Oil,Clarified Butter 100% Canola Oil,0.8418445,2.0,2 Tbsps,Tbsps,0.996491,,
2 cups TJ's Raw Shelled Pumpkin Seeds,Raw Shelled Pumpkin Seeds,0.999052,2.0,2 cups,cup,0.999972,,
"1 1/2 Tbsp fresh TJ's Rosemary Leaves, roughly chopped",fresh Rosemary Leaves,0.985221,1.5,1 1/2 Tbsps,Tbsps,0.999828,roughly chopped,0.998829
1 cup TJ's Organic Quinoa,Organic Quinoa,0.999125,1.0,1 cup,cup,0.999959,,
16 oz. TJ's Pineapple Juice (refrigerated) or 2 cans TJ's 100% Pineapple Juice (shelf-stable),Pineapple Juice,0.999494,16.0,16 oz,ounce,0.999821,(refrigerated),0.871248
1 tablespoon TJ's Grapeseed Oil,Grapeseed Oil,0.998785,1.0,1 tablespoon,tablespoon,0.999972,,
1/4 teaspoon TJ's Crushed Red Chile Pepper,Crushed Red Chile Pepper,0.999364,0.25,1/4 teaspoons,teaspoon,0.99996,,
"2 small (1 oz) slices TJ's Multigrain Bread, toasted",Multigrain Bread,0.996766,2.0,2 slices,slices,0.992699,toasted,0.997866
1 can TJ's Sardines in Oil,Sardines in Oil,0.998362,1.0,1 can,can,0.999801,,
"20 TJ's Mint leaves, chopped",Mint leaves,0.99292,20.0,20,,0.999788,chopped,0.998678
TJ's Goat Cheese Crumbles,Goat Cheese Crumbles,0.990941,,,,,,
1 package TJ's Hard Cooked Eggs,Hard Cooked Eggs,0.978245,1.0,1 package,package,0.999935,,
2 tablespoon TJ's Avocado's Number Guacamole,Avocado's Number Guacamole,0.999223,2.0,2 tablespoons,tablespoon,0.999968,,
"2 strips of TJ's Grilled Chicken Breast Strips, diced",Grilled Chicken Breast Strips,0.996775,2.0,2 strips,strips,0.995909,diced,0.999595
1 bag TJ's Organic Romaine Lettuce,Organic Romaine Lettuce,0.996833,1.0,1 bag,bag,0.999774,,
1 1/2 cups TJ's Organic Thick & Chunky Salsa,Organic Thick & Chunky Salsa,0.989996,1.5,1 1/2 cups,cup,0.999936,,
2 packages TJ's Chevre With Honey Goat's Milk Cheese,Chevre With Honey Goat's Milk Cheese,0.999905,2.0,2 packages,packages,0.999834,,
"1 cup TJ's Wild Blueberries, defrosted",Wild Blueberries,0.998741,1.0,1 cup,cup,0.999978,defrosted,0.988615
10 TJ's Brioche Toasts,Brioche Toasts,0.997502,10.0,10,,0.998357,,
2 packages TJ's Oven Baked Cheese Bites with Black Summer Truffle (seasonal) or TJ's Oven Baked Cheese Bites,Oven Baked Cheese Bites with Black Summer Truffle Oven Baked Cheese Bites,0.9557095,2.0,2 packages,packages,0.999655,,
2 cups TJ's Organic Popcorn with Organic Extra Virgin Olive Oil,Organic Popcorn with Organic Extra Virgin Olive Oil,0.999487,2.0,2 cups,cup,0.99995,,
1 cup TJ's Dry Roasted Unsalted Almonds,Dry Roasted Unsalted Almonds,0.999541,1.0,1 cup,cup,0.999942,,
1 cup TJ's Gluten Free Pretzel Twists,Gluten Free Pretzel Twists,0.997483,1.0,1 cup,cup,0.999958,,
1 box TJ's Beer Bread Mix (seasonal),Beer Bread Mix,0.999166,1.0,1 box,box,0.999761,,
1 can Simpler Times Lager,Simpler Times Lager,0.99961,1.0,1 can,can,0.999846,,
"1 TJ's Fuji Apple, julienned",Fuji Apple,0.98032,1.0,1,,0.999379,julienned,0.993883
4-5 Tbsp TJ's Carolina Gold BBQ Sauce (seasonal),Carolina Gold BBQ Sauce,0.991153,4.0,4-5 Tbsp,Tbsp,0.99721,,
2 Tbsp TJ's Real Mayonnaise (or TJ's Greek Yogurt),Real Mayonnaise Greek Yogurt,0.940596,2.0,2 Tbsps,Tbsps,0.995274,,
"3 Tablespoons Spanish EVOO, divided",Spanish EVOO,0.997815,3.0,3 Tablespoons,Tablespoons,0.999923,divided,0.999635
2 Tablespoons Lime Juice,Lime Juice,0.998904,2.0,2 Tablespoons,Tablespoons,0.999912,,
"1 package (2 pounds) TJ's Organic Carrots Of Many Colors, rinsed and dried",Organic Carrots Of Many Colors,0.986004,1.0,1 package,package,0.998947,rinsed and dried,0.986465
1 tablespoon TJ's Organic Apple Cider Vinegar OR Balsamic Vinegar,Organic Apple Cider Vinegar Balsamic Vinegar,0.734413,1.0,1 tablespoon,tablespoon,0.999909,,
1 TJ's Brussels Sprouts Stalk (Seasonal),Brussels Sprouts Stalk,0.993832,1.0,1,,0.998789,,
"TJ's Dried Cranberries or TJ's Fresh Pomegranate Seeds, for garnish",Dried Cranberries Pomegranate Seeds Dried Fresh Pomegranate Seeds,0.830453,,,,,,
1 bag TJ's Frozen Mashed Potatoes,Frozen Mashed Potatoes,0.998355,1.0,1 bag,bag,0.999669,,
1/2 bag TJ's Cruciferous Crunch Collection,Cruciferous Crunch Collection,0.999121,0.5,1/2 bags,bag,0.999721,,
Kerrygold Pure Irish Butter,Kerrygold Pure Irish Butter,0.999359,,,,,,
TJ's Gluten Free Crispbreads,Gluten Free Crispbreads,0.9971,,,,,,
1/2 jar TJ's Everything but the Bagel Sesame Seasoning Blend,Everything but the Bagel Sesame Seasoning Blend,0.989917,0.5,1/2 jars,jars,0.999674,,
1 tablespoon TJ's Organic Extra Virgin Coconut Oil,Organic Extra Virgin Coconut Oil,0.99963,1.0,1 tablespoon,tablespoon,0.999947,,
1 bag TJ's Fresh Riced Cauliflower,Fresh Riced Cauliflower,0.997494,1.0,1 bag,bag,0.999665,,
1 package TJ's Gluten Free Cornbread Mix (seasonal),Gluten Free Cornbread Mix,0.998529,1.0,1 package,package,0.999795,,
1 cup halved TJ's Organic Fresh Cranberries (seasonal),Organic Fresh Cranberries,0.943139,1.0,1 cup,cup,0.999541,halved,0.780384
1 pkg TJ's Red & White Belgian Endives,pkg Red & White Belgian Endives,0.815796,1.0,1,,0.990796,,
"1 log TJ's Cranberry Chevre (seasonal), softened to room temperature",log Cranberry Chevre,0.956668,1.0,1,,0.994555,softened to room temperature,0.999985
1 pkg TJ's Raw Sliced Almonds,pkg Raw Sliced Almonds,0.809489,1.0,1,,0.99789,,
1 wheel Le Rustique Camembert (seasonal),Le Rustique Camembert,0.998891,1.0,1 wheel,wheel,0.999567,,
1/3 cup TJ's Cranberry Orange Relish (seasonal),Cranberry Orange Relish,0.997929,0.3333333333333333,1/3 cups,cup,0.999913,,
"TJ's Water Crackers, for serving",Water Crackers,0.974451,,,,,,
"TJ's Walnuts and Fresh Rosemary, for garnish (optional)",Walnuts and Fresh Rosemary,0.861865,,,,,,
1 jar TJ's Corn and Chile Tomato-less Salsa,Corn and Chile Tomato-less Salsa,0.985415,1.0,1 jar,jar,0.999754,,
"1/2 container TJ's fresh Sugar Plum Tomatoes, halved",fresh Sugar Plum Tomatoes,0.991952,0.5,1/2 container,container,0.997755,halved,0.989786
"1/2 TJ's Orange Bell Pepper, diced",Orange Bell Pepper,0.992484,0.5,1/2,,0.999118,diced,0.998416
"3 cups TJ's Organic Unbleached All-Purpose Flour, sifted",Organic Unbleached All-Purpose Flour,0.997188,3.0,3 cups,cup,0.999935,sifted,0.999274
1 cup TJ's Thompson Seedless Raisins,Thompson Seedless Raisins,0.99932,1.0,1 cup,cup,0.999976,,
"1 wedge TJ's 12-Month Aged Manchego Añejo, cubed",12-Month Aged Manchego Añejo,0.995434,1.0,1 wedge,wedge,0.995394,cubed,0.999165
"TJ's Whole Grain Dijon Mustard and TJ's Honey, to serve (optional)",Whole Grain Dijon Mustard and Honey,0.988994,,,,,,
1 package TJ's Shredded Swiss Cheese & Gruyère Cheese Blend,Shredded Swiss Cheese & Gruyère Cheese Blend,0.996589,1.0,1 package,package,0.999866,,
5 TJ's Jalapeños,Jalapeños,0.996451,5.0,5,,0.999085,,
1 package TJ's Chunky Artichoke & Jalapeño Dip,Chunky Artichoke & Jalapeño Dip,0.994399,1.0,1 package,package,0.999706,,
1 bag TJ’s Hot & Spicy Chicken Wings Sections,Hot & Spicy Chicken Wings Sections,0.981454,1.0,1 bag,bag,0.998931,,
1 cup (about 12) TJ’s Organic Cut and Peeled Carrots,Organic Cut and Peeled Carrots,0.989235,1.0,1 cup,cup,0.99983,,
3 stalks TJ’s Organic Celery Hearts,Organic Celery Hearts,0.99666,3.0,3 stalks,stalks,0.995071,,
1/3 cup TJ’s Chunky Blue Cheese Dressing & Dip,Chunky Blue Cheese Dressing & Dip,0.99653,0.3333333333333333,1/3 cups,cup,0.999926,,
1 container TJ's Israeli Feta,Israeli Feta,0.996278,1.0,1 container,container,0.996188,,
2 tablespoons TJ's California Extra-Virgin Olive Oil,California Extra-Virgin Olive Oil,0.999503,2.0,2 tablespoons,tablespoon,0.99997,,
"TJ's Organic On The Vine Tomatoes, sliced (optional)",Organic On The Vine Tomatoes,0.997137,,,,,sliced,0.994142
TJ's Middle Eastern Style Flatbread (optional),Middle Eastern Style Flatbread,0.998379,,,,,,
"1 package TJ's Grilled Asparagus Spears, thawed according to package directions and chopped into large pieces",Grilled Asparagus Spears,0.997774,1.0,1 package,package,0.999777,thawed according to package directions and chopped into large pieces,0.999904
"2 TJ's Red Bell Peppers (or Enjoya Peppers), chopped",Red Bell Peppers Enjoya Peppers,0.8897535,2.0,2,,0.998518,chopped,0.999785
1/2 to 3/4 cup TJ's Organic Rosé Vinaigrette,Organic Rosé Vinaigrette,0.998784,0.5,1/2-3/4 cup,cup,0.999968,,
"1 Turkey Neck, from TJ's Fresh Whole Turkey of your choice (if you choose to omit turkey neck, increase measurement of TJ's Turkey Stock to 3 Cups, and increase simmering time to thicken the gravy)",Turkey Neck,0.903286,1.0,1,,0.993376,,
1 cup TJ's Chicken Broth or Vegetable Broth,Chicken Broth Vegetable Broth,0.799688,1.0,1 cup,cup,0.999828,,
2 tablespoons pan drippings from cooked turkey (optional),pan drippings from cooked turkey,0.884415,2.0,2 tablespoons,tablespoon,0.9998,,
1 bag TJ's Party Size Mini Meatballs,Party Size Mini Meatballs,0.998968,1.0,1 bag,bag,0.999795,,
1 cup TJ's Apple Juice or TJ's Country Peach Juice,Apple Juice Country Peach Juice,0.9202895,1.0,1 cup,cup,0.999946,,
2 slices of your favorite TJ's Multigrain Bread,your favorite Multigrain Bread,0.966706,2.0,2 slices,slices,0.998885,,
